text,label
"Для меня 2 основных минуса это:
1. Нет вибро. 
2. Один динамик , оглушающий тебя при разговоре (хотя там где очень шумно это+). Но долго говорить(более 10 минут) я не мог, меня оглушало (также рядом стоящие слышали собеседника)",0
"Вместо камеры нужно было воткнуть диодик - фонарик, как на нокии 105, например, пользы больше было бы, чем от этой камеры. С виду не плохой дизайн телефона испортили кнопками, которые прилепили для ""красоты"" наверно с одного боку телефона.",0
"Камера на этом телефоне вовсе не нужна, так как она ни какая! А вот вместо неё бы не помешал  фонарик, иногда нужная вещь!",0
"Громкость звука звонка почти одинакова у обоих телефонов, только после переделки Alcatel.
Нужно будет самим добавлять приоткрывающий резиновый
выступ, о чём подробно сообщал ранее.
Приблизительно через два года сломался экран, но 
проблему удалось решить:   аккуратно снял клемму-
-колодку провода-шлейфа и поставил всё на место, как 
и было!   Телефон снова заработал, как новый.",0
"К компьютеру не подключаем, поэтому звонки  не дополнить.
В руках скользит, когда открываешь, поэтому в спешке можно уронить.
Звонок направлен во внутрь, поэтому - средней силы.
Очень плотная посадка крышки - без ножа сим-карту - не достать.
Приблизительно через два года - наполовину сломался!
То есть звонки он принимает - можно разговаривать, а вот
самим позвонить - не возможно, так как экран белый (без картинки)! Что странно - телефон не роняли, а словно сработал таймер на отключение изображения и он засветился белым светом!",0
"Компьютер не обнаруживает 
Аккумулятор 400мАч
Динамики на троечку
нету внешнего дисплея хоть какого
скромные словарики на смс",0
"Быстрый набор, работает только при удержании зажатой цифры, а через вызов не работает, батарея при разряде, не подает сигнала, что сел телефон.",0
"Тел книга - контакт полностью не записать очень мало символов , после двух месяцев безупречной работы умер под дождём на работе.",0
"Нокиевская болезнь, снова здравствуй! Да ты заразна!!
Динамик в обратную сторону все слышат ответы собеседника. 
Опять пришлось подкладывать тряпочку под крышку и регулировать звук.
Слышимость вообще так себе. Металлический какой то звук. (с нормальной стороны если к уху прикладывать). Но в принципе терпимо.
Один номер на контакт.
Что по -настоящему меня подвзбесило - это то, что был вполне лаконичный приятный классический дизайн в черном цвете, который даже дороговизны придавал... Так эти т.н. стилисты зачем то влепили в очередной партии красный джостик! Причем из какой-то игрушечного вида пластмассы. Получилось - ""в смокинге и в кедах"". Неприятный сюрприз. Но бегать сдавать менять времени уже было жалко и нервов.
Т9 такой страаааааааааненнький. Просто включить на время Заглавную букву нельзя(чтобы имя написать, например). Или он будет все слова писать с Большой как в английском или все с маленькой.
Короче нету тут Т9.))
Могли бы кабель микро-USB не "" приваривать"" к зарядке. А сделать его отдельно для подключения к компьютеру. Но это наверное самый мелкий недостаток. Сейчас у всех полно кабелей этих...",0
"Главный недостаток - разговорного динамика нет! Есть только один, и расположен сзади. Не передаются файлы при соединении с компом по USB, хотя определяется как накопитель. Непонятно как составить плейлисты (надо разбираться). В комплекте нет USB кабеля и гарнитуры, только зарядник. ТО, что экран мелкий, это уж не недостаток. Музыку с отформатированной на другом устройстве флешки не видит. Пришлось в телефоне ее отформатировать, тогда плеер забрал аудиофайлы.",0
"Маленький экран и низкое разрешение, очень хлипкая задняя крышка, когда ее открываешь, думаешь что делаешь это в последний раз) Либо она треснет пополам, либо отскочат защелки, но если вспомнить что телефон достался за 1тр то про эти мелочи даже не хочется думать.",0
"Немного толстоват, всего 2 мелодии для звонка (благо скачать можно), дибильное управление (что характерно для многих китайских телефонов), кнопкой ОК меню вызвать нельзя, только левой софт-клавишей",0
"Для меня главный недостаток, это невозможность поставить свою мелодию на смс. На звонки – пожалуйста, на смс – нет. Встроенный сигнал смс весьма странный. Разряжается за 2 – 3 дня при слабом использовании. Возможно, из-за новой батареи. Надеюсь батарея «разгонится».",0
"Неработающее поле поиска в телефонной книге.
Тихий будильник. (может еще не разобрался)
Мелкие информационные значки на экране. Например ""замок"" надо стараться увидеть, человеку в возрасте не разглядеть.",0
Несоответствте тех. характеристик. Слабенький аккумулятор для такого процессора. На мой взгляд сыровато ПО. (Хотя цена всё скрашивает),0
"камера естественно бесполезна, и очень тормозной... переключался с дубльгиса на документ вордовский... минут 3 происходит переход(серезно, на морозе в -5 руки отваливаются)...",0
"Батареи родной хватает максимум на день, при условии звонки,вотсап, муз, без игр, с играми садится на глазах. эт проблему я исправил, купил акум на 3000 mAh и теперь хватает на 3 дня свободно причем)) правда заряжается теперь около 5-6 часов, но заночь норм)
Опять же фото получаются не очень в вечернее время суток.
Только 3G ну да за 2800 р и так пойдет)) кстати инет летает на 3G скоростях) МТС оператор))",0
"ничего постороннего не выдерживает, любит только свое ПО, с Ду баттери держит1,5 дня, в режиме только ожидания до 2 суток, на интернете садится  очень быстро",0
"Небольшие лаги при включенном интернете (пройдет минут через 5)
Батарея, хватает на денёк, а то и полтора
3G
Задумчивость при разблокировке кнопкой включения
Задержка при нажатии, причем довольно большая. Набирая, допустим, номер телефона - быстро вы сделать это не сможете.",0
"Требует частой подзарядки, что особо не расстраивает, т.к. это характерно для многих смартфонов. Камера слабая, но для данной модели в этом ценовом сегменте приемлемая.",0
"Ну тут это графа думаю не нужна. За такую цену их нет. Ну если не считать того что памяти всего 8гиг, да и то это исправляется покупкой флешки.",0
"Работает только один динамик(хотя он не такой уж и тихий), быстро разряжается ( приходиться заряжать 2-3 раза в день ), фронтальная камера чёткая, но когда фотографируешь фотография чуть-чуть мутнеет",0
"Через 4 дня после начала использования начал шипеть динамик в любом приложении, где должен быть звук. Особенно хорошо заметно, если включить музыку и убрать громкость.",0
"Не по теме:
Я пользовался им уже примерно месяц, он меня ещё никак не расстраивал. Меня в нём устраивает всё. Но, прикопавшись, я нашёл один минус.

-Разрешение экрана. Играть, смотреть на изображения, приятно. Но всё таки могли бы сделать Full HD, как бы это глупо не звучало, но я бы переплатил пару тысяч за Full HD, ИМХО.",0
Существеных недостатков нет. Лично меня раздражает кнопка фонарика в блокировке экрана при закрытом чехле. Постоянно нажимается. На мой взгляд немного завышена цена.,0
Это но.... Динамик начинает шипеть при повеление звука разблокировки и ещё что то пользуюсь 3 день обнаружила это ещё вчера жалко что за такие деньги и такой динамик,0
"Ужасный чехол-книжка. Качелька громкости и кнопка ВКЛ/выкл болтаются. Не очень хорошая сборка, задняя крышка почти вся скрипит и люфтит.",0
"- Камера слабовата, когда приближаешь качество не очень хорошее
- Быстрый интернет 4G возможен только на одной из сим-карт
- Среднее качество внешнего динамика, с басами шумит на полной громкости",0
"- Камера среднего уровня;
- Громкое бряцание линз камеры, когда кладешь телефон на стол и т.д. Как будто внутри что-то открутилось и болтается. Но со временем это перестает раздражать;
- Среднего качества внешний динамик;
- Среднее качество музыки при прослушивании через наушники. Но это дело привычки.
- Во всех телефонах есть фантомные нажатия сенсора, что может доставить неудобства для игроманов. При обычном использовании вы это даже не заметите.",0
"- бывает, что тупит перед звонком секунд 10-15, когда набираешь через книгу контактов, а не через ""последние звонки"".
 - ну камера так себе, особенно когда при плохом освещении, но у меня зеркалка есть , пофиг
 - быстрый инет 4G возможен только на одной из СИМок",0
"Есть единственный недостаток,что у Samsung Galaxy Сore Prime или Grand Prime маловато зарядку при активном использовании держат.",0
"Маловато внутренней памяти
Проблема с картами SD в режиме расширения внутренней памяти(возможно эта проблема моего экземпляра).",0
"1. Не очень удобное меню приложений (прокручивается вверх-низ, вместо вправо-влево). Нельзя переместить приложение по меню, нельзя создать папку, объединить приложения в группу. Решается установкой лаунчера.
2. Нет родного видеоплеера. 
3. Немного слабоватый разговорный динамик.
4. Самый существенный недостаток для меня - ооочень слабая вибрация, силу или тональность которой невозможно настроить.",0
"Единственный недостаток, или даже придирка - очень трудно открывается задняя крышка, хотя с другой стороны, может это и хорошо даже )))",0
"1 сдох, а может и не жил шнур зарядки, пришлось взять от старого телефона
2 некритично, -нет кнопки отдельной для камеры
3 некритично, - на рабочем столе 2 экрана всего, говорят это андроид 6 такой
4 некритично, - карту памяти можно определить либо для приложений(тогда ее не увидят другие устройства), либо для файлоотстойника, то есть хранить на ней фото, видео, музыку, как я раньше и делал, благо 16 Гб для приложений-выше крыши",0
"1. сразу умер провод зарядки, а может был мертвый, но зарядиться не смог, пришлось взять от старой
2. некритично, но нет отдельной кнопки для камеры
3. так же некритично всего 2 рабочих экрана, говорят для андроид 6 это нормально
4 некритично,- карту памяти можно использовать либо для приложений, либо, как файлоотстойник, предпочитаю второе и храню там все видео, фото и музыку, как и раньше
5 пленка из комплекта на 2,5 мм Уже, чем ширина экрана",0
"Спустя 4 месяца батарея на мощных играх (типа MKX) стала разряжаться за пару часов. В комментарий к предыдущему отзыву: только что боролся с такой же бедой - экран показ, кнопка power мигает синим, ноль реакции. Попробовал три раза нажать все три кнопки - вибриирует, на миг появляется заставка DEXP, но и все. Справился нажатием ""вниз"" и power. В трех местах покоцалось лицевое стекло, причем так, будто били отверткой - точками. При этом падал, может, пару раз, но в чехле и уж точно не на острые предметы. Да и косяки появились не после падений, а как будто сами собой.",0
"Не разборный, нет нормальных чехлов в продаже, совмещенный лоток для сим-флэш карт, но так делают многие производители.",0
Отсутствует возможность использовать микросд с двумя симками. Ужасная адаптивная подсветка и безобразный автофокус в камере,0
"Есть пока только один - отсутсвие использовать карту памяти при пользовании двумя симками ( вторя симка занимает слот карты памяти) для меня этот факт - минус. Да пожалуй то, что на очень зорошо работает адаптивная подсветка экрана ( то потухнет, то загорится ярче на одном и том же освещенном месте( но это наверное уже софт",0
"Вот это исключение - либо плохая оптимизация энергопотребления, либо не чесные 5000 мили ампер часов, либо не полимер, а литий, в общем где-то кроется шило! Был у меня смартфон Леново с литиевой батареей 4000 тысячкой, так вот он заряд держал значительно - значительно дольше чем этот с 5000 и с полимерным аккумом, а полимерный как известно ещё и плюс ко всему дольше литиевого должен заряд держать, короче получается всё с точность до наоборот! Этот разрядился со средней нагрузкой за неполные сутки, а леново с его 4000 тысячами при такой же а то и большей нагрузкой хватало не менее 2 суток !!!",0
"При покупке записали нижние сенсоры управления и приходилось перезагружать,но в последнем обновлении производители всё исправили ,теперь всё отлично.",0
(Звук в наушниках) (Софт от производителя вообще отсутствует) (Тачскрин не особо чувствительный. И калибровки у него нет),0
"Довольно слабый аккумулятор, неудачная синяя подсветка клавиш, очень мало встроенной памяти, отвратительное звучание встроенных мелодий, нет возможности поставить отдельную мелодию на звонок",0
"отсутствует вибровызов.   требует каждый раз подтверждения на получение чего-либо по Блютус.   книгу контактов по нему принял лишь частично,остальные пришлось набирать руками.    аккумуляторы от старых Нокий, большей ёмкости, работают,но в данном телефоне не заряжаются.   только первые секунд 10.  подходит только гарнитура,а не простые наушники.  получилось установить только ограниченное количество картинок на контакты.",0
"Внутренней памяти вообще нет. Вариант -брать сразу с картой. Без карты стандартные мелодии очень тихие, на будильник не пойдут.",0
"1. Управление не самое логичное: меню, функции кнопок и т. д. Для выполнения ряда функций нужно сделать слишком много движений, иногда больше, чем на смартфоне, а должно бы быть наоборот. 2. В особенности неудобен с точки зрения эргономики центральный круглый джойстик. На ощупь неприятный, работает плохо. Для ребенка или девушки с очень тонкими пальцами он, возможно, удобнее – но у них может силы не хватить нажать: все кнопки довольно тугие, а джойстик особенно.",0
